competition_competitor_id,first_name,last_name,gender,organization_code,started_for_nf_country_name,started_for_nf_name,started_for_nf_code,date_of_birth,json_source
c9102b97-afc8-4faf-9150-06b16d73b3a5,Arianna,SIGHEL,F,ITA,Italy,Federazione Italiana Sport del Ghiaccio,ITA,1996-09-02T00:00:00+00:00,seoul_woman
8df9fd76-b493-434e-9a57-e850fc7893a8,Chutong,ZHANG,F,CHN,China,Chinese Skating Association,CHN,2003-02-17T00:00:00+00:00,seoul_woman
bc862a99-8b83-474d-a2bb-e51db80b59e1,Natalia,MALISZEWSKA,F,POL,Poland,Polish Speed Skating Association,POL,1995-09-16T00:00:00+00:00,seoul_woman
165b73ae-ea23-4503-8477-9b35f736bf84,Zsofia,KONYA,F,HUN,Hungary,Hungarian National Skating Federation,HUN,1995-02-06T00:00:00+00:00,seoul_woman
1ecda08f-2010-46d9-bf7a-a4696ab84c31,Zoe Florence,DELTRAP,F,NED,Netherlands,Koninklijke Nederlandsche Schaatsenrijders Bond,NED,2005-03-24T00:00:00+00:00,seoul_woman
e419decc-5bcf-40ac-aa0f-2910567c563e,Yelyzaveta,SYDORKO,F,UKR,Ukraine,Ukrainian Speed Skating Federation,UKR,2004-08-10T00:00:00+00:00,seoul_woman
9a80c6d5-649b-44fe-86d4-fb90b2c8c654,Barbara,SOMOGYI,F,HUN,Hungary,Hungarian National Skating Federation,HUN,2002-08-09T00:00:00+00:00,seoul_woman
6df8a73c-8639-4c0d-bd98-ed669b028868,Valentina,ASCIC,F,CRO,Croatia,Croatian Skating Federation,CRO,1998-11-12T00:00:00+00:00,seoul_woman
70bef581-29d2-476b-9d05-856b8b2b1016,Kii,KUROKAWA,F,JPN,Japan,Japan Skating Federation,JPN,2000-10-12T00:00:00+00:00,seoul_woman
9ba3441b-d1b3-4f50-9ff6-7acc67325c81,Uliana,DUBROVA,F,UKR,Ukraine,Ukrainian Speed Skating Federation,UKR,2002-04-03T00:00:00+00:00,seoul_woman
20f79d1e-6b2a-4804-b1a6-36908b04bc78,Xinran,WANG,F,CHN,China,Chinese Skating Association,CHN,2001-08-03T00:00:00+00:00,seoul_woman
53c63257-c759-4293-8f77-23dcd451234b,Malika,YERMEK,F,KAZ,Kazakhstan,Kazakhstan Figure Skating Skating Union,KAZ,2003-08-27T00:00:00+00:00,seoul_woman
216b5d89-848a-4830-9fe3-2fba1e366969,Mirei,NAKASHIMA,F,JPN,Japan,Japan Skating Federation,JPN,2003-11-17T00:00:00+00:00,seoul_woman
9a11aa40-3413-4817-a662-2c5c700ff511,Lisa,ECKSTEIN,F,GER,Germany,Deutsche Eisschelllauf-Gemeinschaft,GER,2001-01-29T00:00:00+00:00,seoul_woman
0ed93a45-a373-484c-a61b-061e55ce2e53,Tineke,DEN DULK,F,BEL,Belgium,Fédération Royale Belge de Patinage de Vitesse,BEL,1997-06-05T00:00:00+00:00,seoul_woman
9ad68731-3b70-4e4d-958b-a87b096ba0f5,Ching Yan,LAM,F,HKG,"Hong Kong, China",Hong Kong Skating Union Limited,HKG,2006-03-02T00:00:00+00:00,seoul_woman
e6743169-d987-4228-ba95-6ad0cb5b7ae5,Louisiana,STAHL,F,USA,United States of America,U.S. Speedskating,USA,2004-12-18T00:00:00+00:00,seoul_woman
63eaa77e-e1ab-4d81-b03e-55a196ee247d,Zeinep,KUMARKAN,F,KAZ,Kazakhstan,Kazakhstan Figure Skating Skating Union,KAZ,2005-10-13T00:00:00+00:00,seoul_woman
1a4e97a0-fb9c-4cd5-95e8-69ffcc700069,Thanutchaya,CHATTHAISONG,F,THA,Thailand,Figure and Speed Skating Association of Thailand,THA,2006-03-28T00:00:00+00:00,seoul_woman
7cb688bb-5c6c-4a9e-b4a8-880eced53c45,Kseniya,ADAMENKO,F,UKR,Ukraine,Ukrainian Speed Skating Federation,UKR,2004-10-04T00:00:00+00:00,seoul_woman
f5194e5e-0e99-4719-9b22-d05eedfdfec8,Aoi,WATANABE,F,JPN,Japan,Japan Skating Federation,JPN,1999-09-16T00:00:00+00:00,seoul_woman
499b3fda-e391-479f-a02c-df47ec4040b7,Gereltuya,BATTULGA,F,MGL,Mongolia,Skating Union of Mongolia,MGL,2000-04-01T00:00:00+00:00,seoul_woman
f0e78803-4eda-4f29-b7c5-b46339cca8ab,Petra,VANKOVA,F,CZE,Czechia,Czech Speed Skating Federation,CZE,1999-04-26T00:00:00+00:00,seoul_woman
7559aa92-cebb-452b-833f-d4b2850033c1,Katarina,BURIC,F,CRO,Croatia,Croatian Skating Federation,CRO,1997-02-16T00:00:00+00:00,seoul_woman
fca96d99-224c-4897-af3e-19dca0041f5d,Lia,MEAD,F,NZL,New Zealand,Ice Speed Skating New Zealand Inc.,NZL,2003-09-30T00:00:00+00:00,seoul_woman
b73a6ef5-604a-4a64-80d5-f13e2d5d9626,Alyssa,POK,F,SGP,Singapore,Singapore Ice Skating Association,SGP,2004-08-05T00:00:00+00:00,seoul_woman
68682767-ef3c-4b4d-8031-c4ffa3f26404,Hyo Jin,KIM,F,AUS,Australia,Australian Ice Racing Inc.,AUS,1996-02-05T00:00:00+00:00,seoul_woman
